full_date,date_key,day,month,month_name,month_short,quarter,quarter_label,year,year_quarter,year_month,week_number,day_of_week,day_name,is_weekend,is_month_start,is_month_end
2021-09-02,20210902,2,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,35,4,Thursday,0,0,0
2021-09-03,20210903,3,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,35,5,Friday,0,0,0
2021-09-04,20210904,4,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,35,6,Saturday,1,0,0
2021-09-05,20210905,5,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,35,7,Sunday,1,0,0
2021-09-06,20210906,6,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,36,1,Monday,0,0,0
2021-09-07,20210907,7,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,36,2,Tuesday,0,0,0
2021-09-08,20210908,8,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,36,3,Wednesday,0,0,0
2021-09-09,20210909,9,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,36,4,Thursday,0,0,0
2021-09-10,20210910,10,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,36,5,Friday,0,0,0
2021-09-11,20210911,11,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,36,6,Saturday,1,0,0
2021-09-12,20210912,12,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,36,7,Sunday,1,0,0
2021-09-13,20210913,13,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,37,1,Monday,0,0,0
2021-09-14,20210914,14,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,37,2,Tuesday,0,0,0
2021-09-15,20210915,15,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,37,3,Wednesday,0,0,0
2021-09-16,20210916,16,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,37,4,Thursday,0,0,0
2021-09-17,20210917,17,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,37,5,Friday,0,0,0
2021-09-18,20210918,18,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,37,6,Saturday,1,0,0
2021-09-19,20210919,19,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,37,7,Sunday,1,0,0
2021-09-20,20210920,20,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,38,1,Monday,0,0,0
2021-09-21,20210921,21,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,38,2,Tuesday,0,0,0
2021-09-22,20210922,22,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,38,3,Wednesday,0,0,0
2021-09-23,20210923,23,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,38,4,Thursday,0,0,0
2021-09-24,20210924,24,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,38,5,Friday,0,0,0
2021-09-25,20210925,25,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,38,6,Saturday,1,0,0
2021-09-26,20210926,26,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,38,7,Sunday,1,0,0
2021-09-27,20210927,27,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,39,1,Monday,0,0,0
2021-09-28,20210928,28,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,39,2,Tuesday,0,0,0
2021-09-29,20210929,29,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,39,3,Wednesday,0,0,0
2021-09-30,20210930,30,9,September,Sep,3,Q3,2021,2021-Q3,2021-09,39,4,Thursday,0,0,1
2021-10-01,20211001,1,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,39,5,Friday,0,1,0
2021-10-02,20211002,2,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,39,6,Saturday,1,0,0
2021-10-03,20211003,3,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,39,7,Sunday,1,0,0
2021-10-04,20211004,4,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,40,1,Monday,0,0,0
2021-10-05,20211005,5,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,40,2,Tuesday,0,0,0
2021-10-06,20211006,6,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,40,3,Wednesday,0,0,0
2021-10-07,20211007,7,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,40,4,Thursday,0,0,0
2021-10-08,20211008,8,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,40,5,Friday,0,0,0
2021-10-09,20211009,9,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,40,6,Saturday,1,0,0
2021-10-10,20211010,10,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,40,7,Sunday,1,0,0
2021-10-11,20211011,11,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,41,1,Monday,0,0,0
2021-10-12,20211012,12,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,41,2,Tuesday,0,0,0
2021-10-13,20211013,13,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,41,3,Wednesday,0,0,0
2021-10-14,20211014,14,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,41,4,Thursday,0,0,0
2021-10-15,20211015,15,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,41,5,Friday,0,0,0
2021-10-16,20211016,16,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,41,6,Saturday,1,0,0
2021-10-17,20211017,17,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,41,7,Sunday,1,0,0
2021-10-18,20211018,18,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,42,1,Monday,0,0,0
2021-10-19,20211019,19,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,42,2,Tuesday,0,0,0
2021-10-20,20211020,20,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,42,3,Wednesday,0,0,0
2021-10-21,20211021,21,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,42,4,Thursday,0,0,0
2021-10-22,20211022,22,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,42,5,Friday,0,0,0
2021-10-23,20211023,23,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,42,6,Saturday,1,0,0
2021-10-24,20211024,24,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,42,7,Sunday,1,0,0
2021-10-25,20211025,25,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,43,1,Monday,0,0,0
2021-10-26,20211026,26,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,43,2,Tuesday,0,0,0
2021-10-27,20211027,27,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,43,3,Wednesday,0,0,0
2021-10-28,20211028,28,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,43,4,Thursday,0,0,0
2021-10-29,20211029,29,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,43,5,Friday,0,0,0
2021-10-30,20211030,30,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,43,6,Saturday,1,0,0
2021-10-31,20211031,31,10,October,Oct,4,Q4,2021,2021-Q4,2021-10,43,7,Sunday,1,0,1
2021-11-01,20211101,1,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,44,1,Monday,0,1,0
2021-11-02,20211102,2,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,44,2,Tuesday,0,0,0
2021-11-03,20211103,3,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,44,3,Wednesday,0,0,0
2021-11-04,20211104,4,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,44,4,Thursday,0,0,0
2021-11-05,20211105,5,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,44,5,Friday,0,0,0
2021-11-06,20211106,6,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,44,6,Saturday,1,0,0
2021-11-07,20211107,7,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,44,7,Sunday,1,0,0
2021-11-08,20211108,8,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,45,1,Monday,0,0,0
2021-11-09,20211109,9,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,45,2,Tuesday,0,0,0
2021-11-10,20211110,10,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,45,3,Wednesday,0,0,0
2021-11-11,20211111,11,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,45,4,Thursday,0,0,0
2021-11-12,20211112,12,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,45,5,Friday,0,0,0
2021-11-13,20211113,13,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,45,6,Saturday,1,0,0
2021-11-14,20211114,14,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,45,7,Sunday,1,0,0
2021-11-15,20211115,15,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,46,1,Monday,0,0,0
2021-11-16,20211116,16,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,46,2,Tuesday,0,0,0
2021-11-17,20211117,17,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,46,3,Wednesday,0,0,0
2021-11-18,20211118,18,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,46,4,Thursday,0,0,0
2021-11-19,20211119,19,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,46,5,Friday,0,0,0
2021-11-20,20211120,20,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,46,6,Saturday,1,0,0
2021-11-21,20211121,21,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,46,7,Sunday,1,0,0
2021-11-22,20211122,22,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,47,1,Monday,0,0,0
2021-11-23,20211123,23,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,47,2,Tuesday,0,0,0
2021-11-24,20211124,24,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,47,3,Wednesday,0,0,0
2021-11-25,20211125,25,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,47,4,Thursday,0,0,0
2021-11-26,20211126,26,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,47,5,Friday,0,0,0
2021-11-27,20211127,27,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,47,6,Saturday,1,0,0
2021-11-28,20211128,28,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,47,7,Sunday,1,0,0
2021-11-29,20211129,29,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,48,1,Monday,0,0,0
2021-11-30,20211130,30,11,November,Nov,4,Q4,2021,2021-Q4,2021-11,48,2,Tuesday,0,0,1
2021-12-01,20211201,1,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,48,3,Wednesday,0,1,0
2021-12-02,20211202,2,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,48,4,Thursday,0,0,0
2021-12-03,20211203,3,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,48,5,Friday,0,0,0
2021-12-04,20211204,4,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,48,6,Saturday,1,0,0
2021-12-05,20211205,5,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,48,7,Sunday,1,0,0
2021-12-06,20211206,6,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,49,1,Monday,0,0,0
2021-12-07,20211207,7,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,49,2,Tuesday,0,0,0
2021-12-08,20211208,8,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,49,3,Wednesday,0,0,0
2021-12-09,20211209,9,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,49,4,Thursday,0,0,0
2021-12-10,20211210,10,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,49,5,Friday,0,0,0
2021-12-11,20211211,11,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,49,6,Saturday,1,0,0
2021-12-12,20211212,12,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,49,7,Sunday,1,0,0
2021-12-13,20211213,13,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,50,1,Monday,0,0,0
2021-12-14,20211214,14,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,50,2,Tuesday,0,0,0
2021-12-15,20211215,15,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,50,3,Wednesday,0,0,0
2021-12-16,20211216,16,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,50,4,Thursday,0,0,0
2021-12-17,20211217,17,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,50,5,Friday,0,0,0
2021-12-18,20211218,18,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,50,6,Saturday,1,0,0
2021-12-19,20211219,19,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,50,7,Sunday,1,0,0
2021-12-20,20211220,20,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,51,1,Monday,0,0,0
2021-12-21,20211221,21,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,51,2,Tuesday,0,0,0
2021-12-22,20211222,22,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,51,3,Wednesday,0,0,0
2021-12-23,20211223,23,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,51,4,Thursday,0,0,0
2021-12-24,20211224,24,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,51,5,Friday,0,0,0
2021-12-25,20211225,25,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,51,6,Saturday,1,0,0
2021-12-26,20211226,26,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,51,7,Sunday,1,0,0
2021-12-27,20211227,27,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,52,1,Monday,0,0,0
2021-12-28,20211228,28,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,52,2,Tuesday,0,0,0
2021-12-29,20211229,29,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,52,3,Wednesday,0,0,0
2021-12-30,20211230,30,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,52,4,Thursday,0,0,0
2021-12-31,20211231,31,12,December,Dec,4,Q4,2021,2021-Q4,2021-12,52,5,Friday,0,0,1
2022-01-01,20220101,1,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,52,6,Saturday,1,1,0
2022-01-02,20220102,2,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,52,7,Sunday,1,0,0
2022-01-03,20220103,3,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,1,1,Monday,0,0,0
2022-01-04,20220104,4,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,1,2,Tuesday,0,0,0
2022-01-05,20220105,5,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,1,3,Wednesday,0,0,0
2022-01-06,20220106,6,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,1,4,Thursday,0,0,0
2022-01-07,20220107,7,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,1,5,Friday,0,0,0
2022-01-08,20220108,8,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,1,6,Saturday,1,0,0
2022-01-09,20220109,9,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,1,7,Sunday,1,0,0
2022-01-10,20220110,10,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,2,1,Monday,0,0,0
2022-01-11,20220111,11,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,2,2,Tuesday,0,0,0
2022-01-12,20220112,12,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,2,3,Wednesday,0,0,0
2022-01-13,20220113,13,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,2,4,Thursday,0,0,0
2022-01-14,20220114,14,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,2,5,Friday,0,0,0
2022-01-15,20220115,15,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,2,6,Saturday,1,0,0
2022-01-16,20220116,16,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,2,7,Sunday,1,0,0
2022-01-17,20220117,17,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,3,1,Monday,0,0,0
2022-01-18,20220118,18,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,3,2,Tuesday,0,0,0
2022-01-19,20220119,19,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,3,3,Wednesday,0,0,0
2022-01-20,20220120,20,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,3,4,Thursday,0,0,0
2022-01-21,20220121,21,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,3,5,Friday,0,0,0
2022-01-22,20220122,22,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,3,6,Saturday,1,0,0
2022-01-23,20220123,23,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,3,7,Sunday,1,0,0
2022-01-24,20220124,24,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,4,1,Monday,0,0,0
2022-01-25,20220125,25,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,4,2,Tuesday,0,0,0
2022-01-26,20220126,26,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,4,3,Wednesday,0,0,0
2022-01-27,20220127,27,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,4,4,Thursday,0,0,0
2022-01-28,20220128,28,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,4,5,Friday,0,0,0
2022-01-29,20220129,29,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,4,6,Saturday,1,0,0
2022-01-30,20220130,30,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,4,7,Sunday,1,0,0
2022-01-31,20220131,31,1,January,Jan,1,Q1,2022,2022-Q1,2022-01,5,1,Monday,0,0,1
2022-02-01,20220201,1,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,5,2,Tuesday,0,1,0
2022-02-02,20220202,2,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,5,3,Wednesday,0,0,0
2022-02-03,20220203,3,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,5,4,Thursday,0,0,0
2022-02-04,20220204,4,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,5,5,Friday,0,0,0
2022-02-05,20220205,5,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,5,6,Saturday,1,0,0
2022-02-06,20220206,6,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,5,7,Sunday,1,0,0
2022-02-07,20220207,7,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,6,1,Monday,0,0,0
2022-02-08,20220208,8,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,6,2,Tuesday,0,0,0
2022-02-09,20220209,9,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,6,3,Wednesday,0,0,0
2022-02-10,20220210,10,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,6,4,Thursday,0,0,0
2022-02-11,20220211,11,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,6,5,Friday,0,0,0
2022-02-12,20220212,12,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,6,6,Saturday,1,0,0
2022-02-13,20220213,13,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,6,7,Sunday,1,0,0
2022-02-14,20220214,14,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,7,1,Monday,0,0,0
2022-02-15,20220215,15,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,7,2,Tuesday,0,0,0
2022-02-16,20220216,16,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,7,3,Wednesday,0,0,0
2022-02-17,20220217,17,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,7,4,Thursday,0,0,0
2022-02-18,20220218,18,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,7,5,Friday,0,0,0
2022-02-19,20220219,19,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,7,6,Saturday,1,0,0
2022-02-20,20220220,20,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,7,7,Sunday,1,0,0
2022-02-21,20220221,21,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,8,1,Monday,0,0,0
2022-02-22,20220222,22,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,8,2,Tuesday,0,0,0
2022-02-23,20220223,23,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,8,3,Wednesday,0,0,0
2022-02-24,20220224,24,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,8,4,Thursday,0,0,0
2022-02-25,20220225,25,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,8,5,Friday,0,0,0
2022-02-26,20220226,26,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,8,6,Saturday,1,0,0
2022-02-27,20220227,27,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,8,7,Sunday,1,0,0
2022-02-28,20220228,28,2,February,Feb,1,Q1,2022,2022-Q1,2022-02,9,1,Monday,0,0,1
2022-03-01,20220301,1,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,9,2,Tuesday,0,1,0
2022-03-02,20220302,2,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,9,3,Wednesday,0,0,0
2022-03-03,20220303,3,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,9,4,Thursday,0,0,0
2022-03-04,20220304,4,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,9,5,Friday,0,0,0
2022-03-05,20220305,5,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,9,6,Saturday,1,0,0
2022-03-06,20220306,6,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,9,7,Sunday,1,0,0
2022-03-07,20220307,7,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,10,1,Monday,0,0,0
2022-03-08,20220308,8,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,10,2,Tuesday,0,0,0
2022-03-09,20220309,9,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,10,3,Wednesday,0,0,0
2022-03-10,20220310,10,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,10,4,Thursday,0,0,0
2022-03-11,20220311,11,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,10,5,Friday,0,0,0
2022-03-12,20220312,12,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,10,6,Saturday,1,0,0
2022-03-13,20220313,13,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,10,7,Sunday,1,0,0
2022-03-14,20220314,14,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,11,1,Monday,0,0,0
2022-03-15,20220315,15,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,11,2,Tuesday,0,0,0
2022-03-16,20220316,16,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,11,3,Wednesday,0,0,0
2022-03-17,20220317,17,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,11,4,Thursday,0,0,0
2022-03-18,20220318,18,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,11,5,Friday,0,0,0
2022-03-19,20220319,19,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,11,6,Saturday,1,0,0
2022-03-20,20220320,20,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,11,7,Sunday,1,0,0
2022-03-21,20220321,21,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,12,1,Monday,0,0,0
2022-03-22,20220322,22,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,12,2,Tuesday,0,0,0
2022-03-23,20220323,23,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,12,3,Wednesday,0,0,0
2022-03-24,20220324,24,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,12,4,Thursday,0,0,0
2022-03-25,20220325,25,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,12,5,Friday,0,0,0
2022-03-26,20220326,26,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,12,6,Saturday,1,0,0
2022-03-27,20220327,27,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,12,7,Sunday,1,0,0
2022-03-28,20220328,28,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,13,1,Monday,0,0,0
2022-03-29,20220329,29,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,13,2,Tuesday,0,0,0
2022-03-30,20220330,30,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,13,3,Wednesday,0,0,0
2022-03-31,20220331,31,3,March,Mar,1,Q1,2022,2022-Q1,2022-03,13,4,Thursday,0,0,1
2022-04-01,20220401,1,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,13,5,Friday,0,1,0
2022-04-02,20220402,2,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,13,6,Saturday,1,0,0
2022-04-03,20220403,3,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,13,7,Sunday,1,0,0
2022-04-04,20220404,4,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,14,1,Monday,0,0,0
2022-04-05,20220405,5,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,14,2,Tuesday,0,0,0
2022-04-06,20220406,6,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,14,3,Wednesday,0,0,0
2022-04-07,20220407,7,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,14,4,Thursday,0,0,0
2022-04-08,20220408,8,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,14,5,Friday,0,0,0
2022-04-09,20220409,9,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,14,6,Saturday,1,0,0
2022-04-10,20220410,10,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,14,7,Sunday,1,0,0
2022-04-11,20220411,11,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,15,1,Monday,0,0,0
2022-04-12,20220412,12,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,15,2,Tuesday,0,0,0
2022-04-13,20220413,13,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,15,3,Wednesday,0,0,0
2022-04-14,20220414,14,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,15,4,Thursday,0,0,0
2022-04-15,20220415,15,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,15,5,Friday,0,0,0
2022-04-16,20220416,16,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,15,6,Saturday,1,0,0
2022-04-17,20220417,17,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,15,7,Sunday,1,0,0
2022-04-18,20220418,18,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,16,1,Monday,0,0,0
2022-04-19,20220419,19,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,16,2,Tuesday,0,0,0
2022-04-20,20220420,20,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,16,3,Wednesday,0,0,0
2022-04-21,20220421,21,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,16,4,Thursday,0,0,0
2022-04-22,20220422,22,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,16,5,Friday,0,0,0
2022-04-23,20220423,23,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,16,6,Saturday,1,0,0
2022-04-24,20220424,24,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,16,7,Sunday,1,0,0
2022-04-25,20220425,25,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,17,1,Monday,0,0,0
2022-04-26,20220426,26,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,17,2,Tuesday,0,0,0
2022-04-27,20220427,27,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,17,3,Wednesday,0,0,0
2022-04-28,20220428,28,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,17,4,Thursday,0,0,0
2022-04-29,20220429,29,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,17,5,Friday,0,0,0
2022-04-30,20220430,30,4,April,Apr,2,Q2,2022,2022-Q2,2022-04,17,6,Saturday,1,0,1
2022-05-01,20220501,1,5,May,May,2,Q2,2022,2022-Q2,2022-05,17,7,Sunday,1,1,0
2022-05-02,20220502,2,5,May,May,2,Q2,2022,2022-Q2,2022-05,18,1,Monday,0,0,0
2022-05-03,20220503,3,5,May,May,2,Q2,2022,2022-Q2,2022-05,18,2,Tuesday,0,0,0
